"","Brewery","City","State","Beer","Style","ABV","IBU","Ounces"
"1466","Great Northern Brewing Company","Whitefish"," MT","Black Star Double Hopped Golden Lager (12 oz.)","American Pale Lager",0.045,15,12
"1467","Appalachian Mountain Brewery","Boone"," NC","Porter (a/k/a Black Gold Porter)","American Porter",0.06,23,16
"1468","Appalachian Mountain Brewery","Boone"," NC","Long Leaf","American IPA",0.071,75,16
"1469","Appalachian Mountain Brewery","Boone"," NC","Honey Badger Blonde","American Blonde Ale",0.047,19,16
"1470","Birdsong Brewing Company","Charlotte"," NC","Jalapeno Pale Ale","American Pale Ale (APA)",0.055,45,16
"1471","Catawba Valley Brewing Company","Morganton"," NC","King Coconut","American Porter",0.054,NA,12
"1472","Catawba Valley Brewing Company","Morganton"," NC","Peanut Butter Jelly Time","American Brown Ale",0.058,NA,12
"1473","Lonerider Brewing Company","Raleigh"," NC","Deadeye Jack","American Porter",0.06,NA,12
"1474","Lonerider Brewing Company","Raleigh"," NC","Shotgun Betty","Hefeweizen",0.058,11,12
"1475","Lonerider Brewing Company","Raleigh"," NC","Peacemaker Pale Ale","American Pale Ale (APA)",0.057,47,12
"1476","Lonerider Brewing Company","Raleigh"," NC","Sweet Josie","American Brown Ale",0.061,30,12
"1477","Lonerider Brewing Company","Raleigh"," NC","Pistols at Dawn","American Stout",0.075,NA,16
"1478","Carolina Brewery","Pittsboro"," NC","Sky Blue Golden Ale","Kölsch",0.051,NA,12
"1479","Carolina Brewery","Pittsboro"," NC","Santa's Secret","Winter Warmer",0.059,22,16
"1480","Carolina Brewery","Pittsboro"," NC","Flagship IPA","English India Pale Ale (IPA)",0.057,NA,12
"1481","Frog Level Brewing Company","Waynesville"," NC","Salamander Slam","American IPA",0.07,73,16
"1482","Pisgah Brewing Company","Black Mountain"," NC","Pisgah Pale Ale","American Pale Ale (APA)",0.057,31,12
"1483","Pisgah Brewing Company","Black Mountain"," NC","GreyBeard™ IPA","American IPA",0.069,51,12
"1484","Catawba Brewing Company","Morganton"," NC","King Winterbolt Winter Ale","Winter Warmer",0.07,NA,12
"1485","Catawba Brewing Company","Morganton"," NC","White Zombie Ale","Witbier",0.047,NA,12
"1486","Catawba Brewing Company","Morganton"," NC","Farmer Ted's Farmhouse Cream Ale","Cream Ale",0.056,NA,12
"1487","Catawba Brewing Company","Morganton"," NC","Firewater India Pale Ale","American IPA",0.052,NA,12
"1488","Catawba Brewing Company","Morganton"," NC","Farmer Ted's Cream Ale","Cream Ale",0.056,NA,12
"1489","Catawba Brewing Company","Morganton"," NC","Firewater India Pale Ale","American IPA",0.052,NA,12
"1490","Catawba Brewing Company","Morganton"," NC","White Zombie Ale","Witbier",0.047,NA,12
"1491","Fullsteam Brewery","Durham"," NC","Cack-A-Lacky","American Pale Ale (APA)",0.05,NA,12
"1492","NoDa Brewing Company","Charlotte"," NC","Jam Session","American Pale Ale (APA)",0.051,31,16
"1493","NoDa Brewing Company","Charlotte"," NC","Hop Drop 'N Roll IPA","American IPA",0.072,80,16
"1494","Aviator Brewing Company","Fuquay-Varina"," NC","Pumpkin Beast","Pumpkin Ale",0.062,17,12
"1495","Aviator Brewing Company","Fuquay-Varina"," NC","Devils Tramping Ground Tripel","Tripel",0.092,5,12
"1496","Aviator Brewing Company","Fuquay-Varina"," NC","Hot Rod Red","American Amber / Red Ale",0.061,41,12
"1497","Aviator Brewing Company","Fuquay-Varina"," NC","Mad Beach","American Pale Wheat Ale",0.048,23,12
"1498","Aviator Brewing Company","Fuquay-Varina"," NC","Hog Wild India Pale Ale","American IPA",0.067,NA,12
"1499","Aviator Brewing Company","Fuquay-Varina"," NC","OktoberBeast","Märzen / Oktoberfest",0.072,22,12
"1500","Oskar Blues Brewery (North Carol...","Brevard"," NC","Old Chub","Scottish Ale",0.08,35,12
"1501","Oskar Blues Brewery (North Carol...","Brevard"," NC","Dale's Pale Ale","American Pale Ale (APA)",0.065,65,19.2
"1502","Oskar Blues Brewery (North Carol...","Brevard"," NC","Dale's Pale Ale","American Pale Ale (APA)",0.065,65,12
"1503","Oskar Blues Brewery (North Carol...","Brevard"," NC","Deviant Dale's IPA","American Double / Imperial IPA",0.08,85,16
"1504","Oskar Blues Brewery (North Carol...","Brevard"," NC","G'KNIGHT","American Double / Imperial IPA",0.087,85,12
"1505","Oskar Blues Brewery (North Carol...","Brevard"," NC","Ten Fidy","Russian Imperial Stout",0.099,98,12
"1506","French Broad Brewery","Asheville"," NC","Gateway Kolsch Style Ale","Kölsch",0.053,32,12
"1507","French Broad Brewery","Asheville"," NC","13 Rebels ESB","Extra Special / Strong Bitter (ESB)",0.052,42,12
"1508","French Broad Brewery","Asheville"," NC","Wee-Heavy-Er Scotch Ale","Scotch Ale / Wee Heavy",0.07,24,12
"1509","Howard Brewing Company","Lenoir"," NC","Action Man Lager","Vienna Lager",0.055,NA,12
"1510","Howard Brewing Company","Lenoir"," NC","Trail Maker Pale Ale","American Pale Ale (APA)",0.065,NA,12
"1511","Cans Bar and Canteen","Charlotte"," NC","THP Dark (2006)","English Dark Mild Ale",NA,NA,12
"1512","Cans Bar and Canteen","Charlotte"," NC","THP Light (2006)","American Blonde Ale",NA,NA,12
"1513","Cans Bar and Canteen","Charlotte"," NC","THP Amber (2006)","American Amber / Red Ale",NA,NA,12
"1514","Cans Bar and Canteen","Charlotte"," NC","THP White (2006)","Witbier",NA,NA,12
"1515","Carolina Beer & Beverage","Mooresville"," NC","Carolina Blonde Light (2005)","American Blonde Ale",0.035,NA,12
"1516","Carolina Beer & Beverage","Mooresville"," NC","Carolina Lighthouse (2007)","American Blonde Ale",0.04,NA,12
"1517","Carolina Beer & Beverage","Mooresville"," NC","Carolina Blonde (2006)","American Blonde Ale",0.05,NA,12
"1518","Triangle Brewing Company","Durham"," NC","Triangle White Ale","Witbier",0.05,NA,12
"1519","Triangle Brewing Company","Durham"," NC","Triangle India Pale Ale","American IPA",0.057,NA,12
"1520","Triangle Brewing Company","Durham"," NC","Triangle Belgian Golden Ale","Belgian Strong Pale Ale",0.08,NA,12
"1521","Asheville Brewing Company","Asheville"," NC","Shiva IPA","American IPA",0.06,69,12
"1522","Asheville Brewing Company","Asheville"," NC","Ninja Porter","American Porter",0.053,26,12
"1523","Asheville Brewing Company","Asheville"," NC","Rocket Girl","Kölsch",0.032,27,12
"1524","Mother Earth Brewing Company","Kinston"," NC","Sunny Haze","Hefeweizen",0.05,NA,12
"1525","Mother Earth Brewing Company","Kinston"," NC","Second Wind Pale Ale","American Pale Ale (APA)",0.05,NA,12
"1526","Fargo Brewing Company","Fargo"," ND","Iron Horse Pale Ale","American Pale Ale (APA)",0.05,32,12
"1527","Fargo Brewing Company","Fargo"," ND","Stone's Throw IPA","Scottish Ale",0.045,19,12
"1528","Fargo Brewing Company","Fargo"," ND","Wood Chipper India Pale Ale","American IPA",0.067,70,12
"1529","Modern Monks Brewery","Lincoln"," NE","Monkadelic","American Pale Ale (APA)",0.042,NA,12
"1530","Thunderhead Brewing Company","Kearney"," NE","Leatherhead Red","American Amber / Red Ale",0.052,NA,12
"1531","Thunderhead Brewing Company","Kearney"," NE","Golden Frau Honey Wheat","Braggot",0.075,NA,12
"1532","Thunderhead Brewing Company","Kearney"," NE","Cornstalker Dark Wheat","American Dark Wheat Ale",NA,NA,12
"1533","Thunderhead Brewing Company","Kearney"," NE","Cropduster Mid-American IPA","American IPA",0.065,NA,12
"1534","Nebraska Brewing Company","Papillion"," NE","Cardinal Pale Ale","American Pale Ale (APA)",0.057,29,12
"1535","Nebraska Brewing Company","Papillion"," NE","Nebraska India Pale Ale","American IPA",0.065,65,12
"1536","Nebraska Brewing Company","Papillion"," NE","Brunette Nut Brown Ale","English Brown Ale",0.048,15,12
"1537","Nebraska Brewing Company","Papillion"," NE","Wick For Brains","Pumpkin Ale",0.061,11,12
"1538","Nebraska Brewing Company","Papillion"," NE","EOS Hefeweizen","Hefeweizen",0.048,10,12
"1539","Blue Blood Brewing Company","Lincoln"," NE","Pernicious Double IPA","American Double / Imperial IPA",0.096,NA,12
"1540","Blue Blood Brewing Company","Lincoln"," NE","6-4-3 Double Play Pilsner","German Pilsener",0.052,NA,12
"1541","Blue Blood Brewing Company","Lincoln"," NE","1335 Wicked Snout","Saison / Farmhouse Ale",0.064,NA,12
"1542","Blue Blood Brewing Company","Lincoln"," NE","Brewerhood Brown Ale","American Brown Ale",0.055,NA,12
"1543","Blue Blood Brewing Company","Lincoln"," NE","1327 Pod's ESB","Extra Special / Strong Bitter (ESB)",0.056,37,12
"1544","Blue Blood Brewing Company","Lincoln"," NE","Last Call Imperial Amber Ale","American Amber / Red Ale",0.08,NA,12
"1545","Blue Blood Brewing Company","Lincoln"," NE","543 Skull Creek Fresh Hopped Pale Ale","American Pale Ale (APA)",0.045,NA,12
"1546","Blue Blood Brewing Company","Lincoln"," NE","467 Ethan's Stout","American Stout",0.05,NA,12
"1547","Blue Blood Brewing Company","Lincoln"," NE","Double Play Pilsner","American Pilsner",NA,NA,12
"1548","Blue Blood Brewing Company","Lincoln"," NE","1327 Pod's ESB","Extra Special / Strong Bitter (ESB)",0.056,37,12
"1549","Blue Blood Brewing Company","Lincoln"," NE","1800 Big Log Wheat (2012)","American Pale Wheat Ale",0.05,NA,12
"1550","Blue Blood Brewing Company","Lincoln"," NE","N Street Drive-In 50th Anniversary IPA","American Double / Imperial IPA",NA,NA,12
"1551","Blue Blood Brewing Company","Lincoln"," NE","1327 Pod's ESB","Extra Special / Strong Bitter (ESB)",0.056,37,12
"1552","Blue Blood Brewing Company","Lincoln"," NE","834 Happy As Ale","American Pale Ale (APA)",0.046,35,12
"1553","Spilker Ales","Cortland"," NE","Hopluia (2004)","English India Pale Ale (IPA)",NA,NA,16
"1554","White Birch Brewing","Hooksett"," NH","Raspberry Berliner Weisse","Berliner Weissbier",0.055,NA,12
"1555","White Birch Brewing","Hooksett"," NH","Hop Session","American IPA",0.05,NA,12
"1556","White Birch Brewing","Hooksett"," NH","Blueberry Berliner Weisse","Berliner Weissbier",0.055,NA,12
"1557","White Birch Brewing","Hooksett"," NH","Berliner Weisse","Berliner Weissbier",0.055,NA,12
"1558","Woodstock Inn, Station & Brewery","North Woodstock"," NH","4000 Footer IPA","American IPA",0.065,82,12
"1559","Woodstock Inn, Station & Brewery","North Woodstock"," NH","Summer Brew","American Pilsner",0.028,15,12
"1560","Moat Mountain Smoke House & Brew...","North Conway"," NH","Iron Mike Pale Ale","American Pale Ale (APA)",0.056,NA,24
"1561","Moat Mountain Smoke House & Brew...","North Conway"," NH","Boneshaker Brown Ale","English Brown Ale",0.055,NA,24
"1562","Forgotten Boardwalk","Cherry Hill"," NJ","What the Butler Saw","Witbier",0.05,18,12
"1563","Forgotten Boardwalk","Cherry Hill"," NJ","1916 Shore Shiver","American IPA",0.069,65,12
"1564","Carton Brewing Company","Atlantic Highlands"," NJ","Monkey Chased the Weasel","Berliner Weissbier",0.039,9,16
"1565","Carton Brewing Company","Atlantic Highlands"," NJ","Boat Beer","American IPA",0.042,35,12
"1566","Carton Brewing Company","Atlantic Highlands"," NJ","077XX","American Double / Imperial IPA",0.078,80,16
"1567","Carton Brewing Company","Atlantic Highlands"," NJ","Epitome","American Black Ale",0.099,100,16
"1568","Bolero Snort Brewery","Ridgefield Park"," NJ","Longhop IPA","American IPA",0.042,30,16
"1569","Bolero Snort Brewery","Ridgefield Park"," NJ","Lucky Buck","Irish Dry Stout",0.04,34,16
"1570","Tractor Brewing Company","Albuquerque"," NM","Almanac IPA","American IPA",0.062,72,12
"1571","Tractor Brewing Company","Albuquerque"," NM","Milk Mustachio Stout","Milk / Sweet Stout",0.065,NA,12
"1572","Tractor Brewing Company","Albuquerque"," NM","Farmer's Tan Red Ale","American Amber / Red Ale",0.06,30,12
"1573","La Cumbre Brewing Company","Albuquerque"," NM","A Slice of Hefen","Hefeweizen",0.054,15,16
"1574","La Cumbre Brewing Company","Albuquerque"," NM","Elevated IPA","American IPA",0.072,100,16
"1575","Santa Fe Brewing Company","Santa Fe"," NM","Freestyle Pilsner","German Pilsener",0.055,NA,12
"1576","Santa Fe Brewing Company","Santa Fe"," NM","Imperial Java Stout","Russian Imperial Stout",0.08,NA,12
"1577","Santa Fe Brewing Company","Santa Fe"," NM","Santa Fe Oktoberfest","Märzen / Oktoberfest",NA,NA,12
"1578","Santa Fe Brewing Company","Santa Fe"," NM","Saison 88","Saison / Farmhouse Ale",0.055,30,12
"1579","Santa Fe Brewing Company","Santa Fe"," NM","Santa Fe Irish Red Ale","Irish Red Ale",0.045,NA,12
"1580","Santa Fe Brewing Company","Santa Fe"," NM","Black IPA","American Black Ale",0.071,95,12
"1581","Santa Fe Brewing Company","Santa Fe"," NM","Happy Camper IPA","American IPA",0.066,NA,12
"1582","Marble Brewery","Albuquerque"," NM","Marble Pilsner","German Pilsener",0.047,NA,12
"1583","Marble Brewery","Albuquerque"," NM","Marble India Pale Ale","American IPA",0.062,NA,12
"1584","Joseph James Brewing Company","Henderson"," NV","Hop Box Imperial IPA","American Double / Imperial IPA",0.093,90,12
"1585","Joseph James Brewing Company","Henderson"," NV","Fox Tail Gluten Free Ale","American Pale Ale (APA)",0.05,50,12
"1586","Joseph James Brewing Company","Henderson"," NV","Weize Guy","Hefeweizen",0.05,15,12
"1587","Joseph James Brewing Company","Henderson"," NV","Joseph James American Lager","American Adjunct Lager",0.052,15,12
"1588","Buckbean Brewing Company","Reno"," NV","Roler Bock (Current)","Maibock / Helles Bock",NA,NA,16
"1589","Buckbean Brewing Company","Reno"," NV","Tour de Nez Belgian IPA (Current)","Belgian IPA",0.08,NA,16
"1590","Buckbean Brewing Company","Reno"," NV","Original Orange Blossom Ale (Current)","Herbed / Spiced Beer",0.058,35,16
"1591","Buckbean Brewing Company","Reno"," NV","Tule Duck Red Ale (Current)","American Amber / Red Ale",0.062,42,16
"1592","Buckbean Brewing Company","Reno"," NV","Black Noddy Lager (Current)","Schwarzbier",0.052,40,16
"1593","Buckbean Brewing Company","Reno"," NV","Very Noddy Lager (Current)","Schwarzbier",0.099,NA,16
"1594","Buckbean Brewing Company","Reno"," NV","Black Adder IBA (Current)","American Black Ale",0.073,85,16
"1595","Sixpoint Craft Ales","Brooklyn"," NY","Sweet Action","Cream Ale",0.052,34,16
"1596","Sixpoint Craft Ales","Brooklyn"," NY","Global Warmer","American Strong Ale",0.07,70,12
"1597","Sixpoint Craft Ales","Brooklyn"," NY","Bengali Tiger (2011)","American IPA",0.064,62,16
"1598","Sixpoint Craft Ales","Brooklyn"," NY","Hi-Res","American Double / Imperial IPA",0.099,111,12
"1599","Sixpoint Craft Ales","Brooklyn"," NY","Righteous Ale (2011)","Rye Beer",0.063,57,16
"1600","Sixpoint Craft Ales","Brooklyn"," NY","The Crisp","German Pilsener",0.054,42,16
"1601","Sixpoint Craft Ales","Brooklyn"," NY","Autumnation (2011-12) (2011)","Pumpkin Ale",0.06,48,16
"1602","Sixpoint Craft Ales","Brooklyn"," NY","Bengali Tiger","American IPA",0.064,62,16
"1603","Sixpoint Craft Ales","Brooklyn"," NY","4Beans","Baltic Porter",0.1,52,12
"1604","Sixpoint Craft Ales","Brooklyn"," NY","Bengali","American IPA",0.065,62,24
"1605","Sixpoint Craft Ales","Brooklyn"," NY","Sensi Harvest","American Pale Ale (APA)",0.047,50,12
"1606","Sixpoint Craft Ales","Brooklyn"," NY","Rad","Fruit / Vegetable Beer",0.032,7,16
"1607","Sixpoint Craft Ales","Brooklyn"," NY","Righteous Ale","Rye Beer",0.063,57,16
"1608","Sixpoint Craft Ales","Brooklyn"," NY","Brownstone","American Brown Ale",0.059,47,16
"1609","Sixpoint Craft Ales","Brooklyn"," NY","The Crisp (2011)","German Pilsener",0.054,42,16
"1610","Sixpoint Craft Ales","Brooklyn"," NY","Sweet Action (2011)","Cream Ale",0.052,34,16
"1611","Sixpoint Craft Ales","Brooklyn"," NY","Resin","American Double / Imperial IPA",0.091,103,12
"1612","Sixpoint Craft Ales","Brooklyn"," NY","Jammer","Gose",0.042,16,12
"1613","Sixpoint Craft Ales","Brooklyn"," NY","Abigale","Belgian Pale Ale",0.08,NA,12
"1614","Sixpoint Craft Ales","Brooklyn"," NY","Apollo","American Pale Wheat Ale",0.052,11,16
"1615","Sixpoint Craft Ales","Brooklyn"," NY","Autumnation (2013)","American IPA",0.067,74,16
"1616","Sixpoint Craft Ales","Brooklyn"," NY","Harbinger","Saison / Farmhouse Ale",0.049,35,16
"1617","Sixpoint Craft Ales","Brooklyn"," NY","Diesel","American Stout",0.063,69,16
"1618","Sixpoint Craft Ales","Brooklyn"," NY","3Beans","Baltic Porter",0.099,85,12
"1619","Evil Twin Brewing","Brooklyn"," NY","Nomader Weiss","Berliner Weissbier",0.04,NA,12
"1620","Evil Twin Brewing","Brooklyn"," NY","Hipster Ale (Two Roads Brewing)","American Pale Ale (APA)",0.055,NA,12
"1621","Evil Twin Brewing","Brooklyn"," NY","Hipster Ale (Westbrook Brewing)","American Pale Ale (APA)",0.055,NA,12
"1622","Evil Twin Brewing","Brooklyn"," NY","Molotov Lite","American Double / Imperial IPA",0.085,NA,16
"1623","Evil Twin Brewing","Brooklyn"," NY","Bikini Beer","American IPA",0.027,NA,12
"1624","Chatham Brewing","Chatham"," NY","8 Barrel","American Strong Ale",0.08,69,16
"1625","Chatham Brewing","Chatham"," NY","Oktoberfest","Märzen / Oktoberfest",0.055,40,16
"1626","Newburgh Brewing Company","Newburgh"," NY","Cream Ale","Cream Ale",0.042,35,12
"1627","Southampton Publick House","Southampton"," NY","Montauk Light","Light Lager",0.035,NA,12
"1628","Montauk Brewing Company","Montauk"," NY","Montauk Summer Ale","American Blonde Ale",0.056,28,12
"1629","Montauk Brewing Company","Montauk"," NY","Driftwood Ale","Extra Special / Strong Bitter (ESB)",0.06,49,12
"1630","Matt Brewing Company","Utica"," NY","DAX Light (1998)","Light Lager",0.045,NA,12
"1631","Matt Brewing Company","Utica"," NY","Pomegranate Wheat (2008)","Fruit / Vegetable Beer",0.047,NA,12
"1632","Matt Brewing Company","Utica"," NY","Our Legacy IPA","American IPA",0.065,60,16
"1633","Matt Brewing Company","Utica"," NY","Saranac Golden Pilsener (2003)","German Pilsener",0.051,NA,12
"1634","Matt Brewing Company","Utica"," NY","Our Legacy IPA","American IPA",0.065,60,12
"1635","Matt Brewing Company","Utica"," NY","Saranac Traditional Lager (2000)","American Pale Lager",0.048,NA,12
"1636","Matt Brewing Company","Utica"," NY","Saranac Adirondack Light (2002)","Light Lager",0.045,NA,12
"1637","Matt Brewing Company","Utica"," NY","Blueberry Blonde Ale","American Blonde Ale",0.05,12,12
"1638","Matt Brewing Company","Utica"," NY","Saranac Shandy","Shandy",0.042,NA,12
"1639","Matt Brewing Company","Utica"," NY","Saranac Pale Ale (16 oz.)","English Pale Ale",0.055,NA,16
"1640","Matt Brewing Company","Utica"," NY","Saranac Pale Ale (12 oz.)","English Pale Ale",0.055,NA,12
"1641","Matt Brewing Company","Utica"," NY","Saranac White IPA","American IPA",0.06,NA,12
"1642","Matt Brewing Company","Utica"," NY","Saranac Summer Ale (2011)","American Pale Wheat Ale",0.047,NA,12
"1643","The Bronx Brewery","Bronx"," NY","Bronx Pale Ale","American Pale Ale (APA)",0.063,50,16
"1644","The Bronx Brewery","Bronx"," NY","Bronx Black Pale Ale","American Black Ale",0.057,46,16
"1645","The Bronx Brewery","Bronx"," NY","Bronx Summer Pale Ale","American Pale Ale (APA)",0.052,16,16
